subject,condition,target,rating
458814,competence-bias,pity.target,6
428706,equal,pity.target,6
428706,equal,envy.target,5
426755,warmth-bias,pity.target,6
426755,warmth-bias,envy.target,3
418516,warmth-bias,pity.target,6
418516,warmth-bias,envy.target,5
410536,warmth-bias,envy.target,4
410536,warmth-bias,pity.target,6
398348,equal,pity.target,6
398348,equal,envy.target,6
396230,competence-bias,pity.target,6
396230,competence-bias,envy.target,7
394806,warmth-bias,pity.target,7
394806,warmth-bias,envy.target,4
387690,warmth-bias,pity.target,6
387690,warmth-bias,envy.target,3
383875,equal,pity.target,6
383875,equal,envy.target,6
382844,warmth-bias,pity.target,7
382844,warmth-bias,envy.target,6
376020,warmth-bias,pity.target,7
376020,warmth-bias,envy.target,5
374921,competence-bias,envy.target,6
374921,competence-bias,pity.target,5
374916,competence-bias,pity.target,3
374916,competence-bias,envy.target,6
370613,equal,pity.target,7
370613,equal,envy.target,5
366208,equal,envy.target,4
366208,equal,pity.target,4
362062,competence-bias,pity.target,4
362062,competence-bias,envy.target,4
356864,equal,envy.target,6
356864,equal,pity.target,7
355425,competence-bias,envy.target,6
355425,competence-bias,pity.target,5
350552,equal,pity.target,5
350552,equal,envy.target,3
350451,competence-bias,envy.target,5
350451,competence-bias,pity.target,6
343376,competence-bias,pity.target,5
343376,competence-bias,envy.target,6
336983,warmth-bias,pity.target,6
336983,warmth-bias,envy.target,3
336156,equal,envy.target,6
336156,equal,pity.target,7
328442,competence-bias,pity.target,5
328442,competence-bias,envy.target,6
296537,equal,pity.target,5
296537,equal,envy.target,4
287458,competence-bias,envy.target,7
287458,competence-bias,pity.target,6
276175,equal,envy.target,5
276175,equal,pity.target,6
264958,equal,envy.target,5
264958,equal,pity.target,5
264314,competence-bias,envy.target,6
264314,competence-bias,pity.target,5
258551,equal,pity.target,5
258551,equal,envy.target,6
254732,competence-bias,envy.target,7
254732,competence-bias,pity.target,6
248140,warmth-bias,envy.target,4
248140,warmth-bias,pity.target,6
245082,equal,envy.target,5
245082,equal,pity.target,6
221532,warmth-bias,pity.target,6
221532,warmth-bias,envy.target,3
195877,equal,envy.target,3
195877,equal,pity.target,5
192767,warmth-bias,envy.target,6
192767,warmth-bias,pity.target,6
172714,warmth-bias,pity.target,7
172714,warmth-bias,envy.target,3
166552,equal,envy.target,4
166552,equal,pity.target,4
159997,equal,envy.target,5
159997,equal,pity.target,7
157423,equal,pity.target,7
157423,equal,envy.target,5
156462,warmth-bias,envy.target,3
156462,warmth-bias,pity.target,7
153658,warmth-bias,envy.target,5
153658,warmth-bias,pity.target,7
152849,equal,pity.target,4
152849,equal,envy.target,5
137174,competence-bias,envy.target,7
137174,competence-bias,pity.target,3
134193,competence-bias,pity.target,5
134193,competence-bias,envy.target,6
131487,competence-bias,pity.target,6
131487,competence-bias,envy.target,5
129987,warmth-bias,envy.target,5
129987,warmth-bias,pity.target,6
126095,competence-bias,envy.target,7
126095,competence-bias,pity.target,2
114790,competence-bias,envy.target,3
114790,competence-bias,pity.target,4
101353,warmth-bias,envy.target,2
101353,warmth-bias,pity.target,7
76375,competence-bias,envy.target,6
76375,competence-bias,pity.target,5
75862,equal,pity.target,7
75862,equal,envy.target,5
72307,warmth-bias,pity.target,6
72307,warmth-bias,envy.target,3
58069,competence-bias,envy.target,7
58069,competence-bias,pity.target,5
41298,competence-bias,pity.target,2
41298,competence-bias,envy.target,7
37297,competence-bias,envy.target,7
37297,competence-bias,pity.target,2
34135,equal,pity.target,6
34135,equal,envy.target,6
30754,competence-bias,pity.target,3
30754,competence-bias,envy.target,7
29252,equal,pity.target,6
29252,equal,envy.target,5
22784,equal,envy.target,7
22784,equal,pity.target,5
21634,equal,envy.target,4
21634,equal,pity.target,6
17828,competence-bias,pity.target,5
17828,competence-bias,envy.target,6
